#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"msedgewebview2.exe","429","3882536402944","119390208","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:23:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8768","12500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","4",,"67656250","119390208","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-agent=""Mozilla/5.0 (Windows NT 10.0; Win64; x64; Cortana 1.18.9.23723; 10.0.0.0.26200.9168) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.26200 IsWebView2/True (WebView2Version 152.0.4191.53)"" --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=SearchHost.exe --webview-exe-version=2606.30004.100.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --launch-time-ticks=352636935 --ram-no-pressure-read-main-dll --metrics-shmem-handle=3720,i,9345365010037883018,10906660093331367151,2097152 --field-trial-handle=2088,i,9695849036427342587,16915395951069184405,262144 --enable-features=msEdgeFluentOverlayScrollbar --disable-features=msSmartScreenProtection --variations-seed-version --pseudonymization-salt-handle=2092,i,5932578890795951965,4333434559318591416,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3824 /pfhostedapp:53135def134bec985cb2b266ec183dbcadf6fb77 /prefetch:1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","429","1380","200","258","15792","127527","90048","8336","118692","3882600787968","155012","92209152","8768","32","924","138","1039","20023","4156358","2","18","3882536402944","10.0.26200","24220","8453822",
"svchost.exe","249","2203432894464","14843904",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:23:18 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9288","1093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","14843904",,,"249",,,"495","12794","6079","2952","860","3452","2203439808512","16960","3022848","9288","14","137","15","139","1","6330","0","4","2203432894464","10.0.26200","0","0",
"ctfmon.exe","516","2203486564352","30248960","C:\Windows\system32\ctfmon.exe","ctfmon.exe","ctfmon.exe",,"ctfmon.exe",,"Win32_Process","9/1/2026 1:23:19 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9436","27968750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","13",,"9062500","30248960","/QuitInfo:000000000000033C;0000000000000334; ","C:\Windows\system32\ctfmon.exe","516","1380","200","8020","53998","10270","5352","2440","5360","2203488595968","31584","5480448","9436","19","256","20","266","1","12779","2","11","2203486564352","10.0.26200","0","0",
"SecurityHealthSystray.exe","200","2203438489600","13340672","C:\Windows\System32\SecurityHealthSystray.exe","SecurityHealthSystray.exe","SecurityHealthSystray.exe",,"SecurityHealthSystray.exe",,"Win32_Process","9/1/2026 1:23:46 PM","Win32_ComputerSystem","DataFiles-Corp-",,"11216","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","13340672","""C:\Windows\System32\SecurityHealthSystray.exe"" ","C:\Windows\System32\SecurityHealthSystray.exe","200","1380","200","213","5250","4273","2032","5572","2092","2203439538176","14072","2080768","11216","12","168","13","171","1","6303","2","3","2203438489600","10.0.26200","0","0",
"SecurityHealthService.exe","509","2203507781632","23478272",,"SecurityHealthService.exe","SecurityHealthService.exe",,"SecurityHealthService.exe",,"Win32_Process","9/1/2026 1:23:46 PM","Win32_ComputerSystem","DataFiles-Corp-",,"11232","9687500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"7812500","23478272",,,"509",,,"13261","4599786","26098","8268","860","15920","2203515404288","38940","8466432","11232","22","217","41","240","200","2476329","0","13","2203507781632","10.0.26200","13","223074",
"OneDrive.exe","795","2203669745664","48705536","C:\Users\Mac\AppData\Local\Microsoft\OneDrive\OneDrive.exe","OneDrive.exe","OneDrive.exe",,"OneDrive.exe",,"Win32_Process","9/1/2026 1:23:53 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10328","12031250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"11875000","48705536","""C:\Users\Mac\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" /background","C:\Users\Mac\AppData\Local\Microsoft\OneDrive\OneDrive.exe","795","1380","200","17432","443900","34143","27672","5572","29036","2203676180480","90208","28336128","10328","42","545","84","568","241","1687968","2","19","2203669745664","10.0.26200","3444","1239095",
"svchost.exe","115","2203401740288","7208960",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:28:09 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3192","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","7208960",,,"115",,,"120","3896","2485","1320","860","1536","2203409031168","8204","1351680","3192","8","65","16","73","1","3351","0","2","2203401740288","10.0.26200","0","0",
"msedgewebview2.exe","1240","2415305023488","10547200","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:28:09 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10864","10937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"6093750","10547200","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --noerrdialogs --disk-cache-size=52428800 --edge-webview-is-background --lang=en-US --mojo-named-platform-channel-pipe=3548.10608.7022891323182325697 /pfhostedapp:aa3588b449d39a0c6ddc6edbbc5de8fe253ff5eb","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","1240","1380","200","17176","485778","77028","36240","3548","38300","2415444205568","115012","37109760","10864","49","1257","112","1402","3431","14068236","2","51","2415305023488","10.0.26200","2011","7346199",
"msedgewebview2.exe","170","2310944153600","15220736","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:28:10 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7472","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","15220736","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView /prefetch:4 /pfhostedapp:aa3588b449d39a0c6ddc6edbbc5de8fe253ff5eb --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=152.0.7977.65 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=152.0.4191.53 --initial-client-data=0x178,0x17c,0x180,0x150,0x1ac,0x7fff775ce2a0,0x7fff775ce2b0,0x7fff775ce2c0","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","170","1380","200","451","10500","7149","2900","10864","3432","2311039971328","19068","2969600","7472","12","132","17","160","14","5675","2","8","2310944153600","10.0.26200","6","72",
"msedgewebview2.exe","331","2363046428672","6942720","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:28:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7688","2500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2031250","6942720","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=1832,i,17773594401211608593,13966167618747261765,524288 --field-trial-handle=2124,i,2173850920207906959,3925021980336711096,262144 --variations-seed-version --pseudonymization-salt-handle=2128,i,8800485626166783076,17190085148219351987,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2204 /prefetch:11 /pfhostedapp:aa3588b449d39a0c6ddc6edbbc5de8fe253ff5eb","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","331","1380","200","3243","91201","36692","12492","10864","17296","2363153391616","43160","12791808","7688","21","937","78","984","1423","3471072","2","17","2363046428672","10.0.26200","2565","914500",
"msedgewebview2.exe","419","2362991112192","6885376","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:28:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7664","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","10",,"468750","6885376","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1632,i,1631729315437580199,5849542503399145410,262144 --field-trial-handle=2124,i,2173850920207906959,3925021980336711096,262144 --variations-seed-version --pseudonymization-salt-handle=2128,i,8800485626166783076,17190085148219351987,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2120 /prefetch:2 /pfhostedapp:aa3588b449d39a0c6ddc6edbbc5de8fe253ff5eb","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","419","1380","200","551","30812","21519","12660","10864","12964","2363041443840","33084","12963840","7664","21","908","41","910","325","52152","2","13","2362991112192","10.0.26200","234","101048",
"msedgewebview2.exe","185","2362890289152","4976640","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:28:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5324","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"312500","4976640","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2380,i,6490023342947853449,1291794683148569496,524288 --field-trial-handle=2124,i,2173850920207906959,3925021980336711096,262144 --variations-seed-version --pseudonymization-salt-handle=2128,i,8800485626166783076,17190085148219351987,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=3804 /prefetch:13 /pfhostedapp:aa3588b449d39a0c6ddc6edbbc5de8fe253ff5eb","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","185","1380","200","121","8378","20578","10008","10864","18400","2362923843584","29760","10248192","5324","13","855","1565","855","186","2258174","2","10","2362890289152","10.0.26200","256","3463087",
"msedgewebview2.exe","372","3878474694656","6901760","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","msedgewebview2.exe","msedgewebview2.exe",,"msedgewebview2.exe",,"Win32_Process","9/1/2026 1:28:12 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4796","6093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","4",,"31875000","6901760","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\Mac\AppData\Local\Packages\MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy\LocalState\EBWebView"" --webview-exe-name=Widgets.exe --webview-exe-version=526.21100.10.0 --embedded-browser-webview=1 --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=5 --launch-time-ticks=652816956 --ram-no-pressure-read-main-dll --metrics-shmem-handle=3384,i,8296620310281620167,11568834007187427221,2097152 --field-trial-handle=2124,i,2173850920207906959,3925021980336711096,262144 --variations-seed-version --pseudonymization-salt-handle=2128,i,8800485626166783076,17190085148219351987,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3308 /pfhostedapp:aa3588b449d39a0c6ddc6edbbc5de8fe253ff5eb /prefetch:1","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\152.0.4191.53\msedgewebview2.exe","372","1380","200","217","14310","170090","87884","10864","123116","3878527492096","170016","89993216","4796","27","905","216","1022","2086","5029936","2","16","3878474694656","10.0.26200","2442","1073526",
"ShellExperienceHost.exe","738","2203730276352","46501888","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","ShellExperienceHost.exe","ShellExperienceHost.exe",,"ShellExperienceHost.exe",,"Win32_Process","9/1/2026 1:28:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5704","2500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2968750","46501888","""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","738","1380","200","1828","53720","31336","15408","1008","16424","2203739279360","78084","15777792","5704","33","650","36","672","4","46799","2","20","2203730276352","10.0.26200","0","0",
"RuntimeBroker.exe","306","2203473604608","25624576",,"RuntimeBroker.exe","RuntimeBroker.exe",,"RuntimeBroker.exe",,"Win32_Process","9/1/2026 1:28:57 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3844","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","25624576",,,"306",,,"2427","40978","10559","3748","1008","4536","2203485691904","31084","3837952","3844","15","211","20","238","15","4744","2","7","2203473604608","10.0.26200","0","0",
"WUDFHost.exe","358","2203485356032","41308160",,"WUDFHost.exe","WUDFHost.exe",,"WUDFHost.exe",,"Win32_Process","9/1/2026 1:29:52 PM","Win32_ComputerSystem","DataFiles-Corp-",,"1348","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2812500","41308160",,,"358",,,"722","14104","24491","3740","860","3956","2203515506688","67684","3829760","1348","16","201","16","258","1","8948","0","7","2203485356032","10.0.26200","0","0",
"svchost.exe","471","2203423297536","11075584",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:29:54 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5736","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","11075584",,,"471",,,"341","19084","4404","3228","860","3852","2203433783296","12976","3305472","5736","15","95","19","105","1","5249","0","13","2203423297536","10.0.26200","0","0",
"svchost.exe","162","2203406225408","10194944",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/1/2026 1:33:29 PM","Win32_ComputerSystem","DataFiles-Corp-",,"5012","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","10194944",,,"162",,,"375","12472","4884","1976","860","3332","2203409375232","12096","2023424","5012","14","72","37","72","0","0","0","4","2203406225408","10.0.26200","0","0",
"taskhostw.exe","356","2203476295680","21356544","C:\Windows\system32\taskhostw.exe","taskhostw.exe","taskhostw.exe",,"taskhostw.exe",,"Win32_Process","9/1/2026 1:37:33 PM","Win32_ComputerSystem","DataFiles-Corp-",,"11224","2500000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"2343750","21356544","taskhostw.exe","C:\Windows\system32\taskhostw.exe","356","1380","200","2672","84540","21006","5992","2172","6980","2203491713024","35816","6135808","11224","20","242","62","264","17","43943","2","4","2203476295680","10.0.26200","75","28988",
"backgroundTaskHost.exe","466","2212373090304","45629440","C:\Windows\system32\backgroundTaskHost.exe","backgroundTaskHost.exe","backgroundTaskHost.exe",,"backgroundTaskHost.exe",,"Win32_Process","9/1/2026 1:49:47 PM","Win32_ComputerSystem","DataFiles-Corp-",,"6820","4375000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"4062500","45629440","""C:\Windows\system32\backgroundTaskHost.exe"" -ServerName:App.AppXe9cvj1thv1hmcw0cs98xm3r97tyzy2xs.mca","C:\Windows\system32\backgroundTaskHost.exe","466","1380","200","1741","41862","22393","25464","1008","28084","2212385771520","70916","26075136","6820","21","610","28","634","365","2067142","2","6","2212373090304","10.0.26200","356","86879",
"RuntimeBroker.exe","357","2203492085760","29061120",,"RuntimeBroker.exe","RuntimeBroker.exe",,"RuntimeBroker.exe",,"Win32_Process","9/1/2026 1:49:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"9876","2343750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1875000","29061120",,,"357",,,"3611","69056","11072","4400","1008","6012","2203505324032","35784","4505600","9876","16","246","51","273","25","50547","2","4","2203492085760","10.0.26200","1","33075",
"mysqld.exe","143","4476772352","29343744",,"mysqld.exe","mysqld.exe",,"mysqld.exe",,"Win32_Process","9/1/2026 1:50:19 PM","Win32_ComputerSystem","DataFiles-Corp-",,"4836","0","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","29343744",,,"143",,,"283","6686","11734","34092","860","36228","4483018752","46024","34910208","4836","14","236","20","236","3","43112","0","3","4476772352","10.0.26200","0","0",
"mysqld.exe","527","5118513152","114790400","C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe","mysqld.exe","mysqld.exe",,"mysqld.exe",,"Win32_Process","9/1/2026 1:50:19 PM","Win32_ComputerSystem","DataFiles-Corp-",,"3680","41718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"84062500","114790400","""C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe"" ""--defaults-file=C:\ProgramData\MySQL\MySQL Server 8.0\my.ini"" MySQL80","C:\Program Files\MySQL\MySQL Server 8.0\bin\mysqld.exe","527","1380","200","19039","259687","138748","624964","4836","631000","5124694016","442148","639963136","3680","388","259","446","260","2213","26628712","0","44","5118513152","10.0.26200","3188","121581784",
"conhost.exe","127","2203406127104","9428992","C:\Windows\system32\conhost.exe","conhost.exe","conhost.exe",,"conhost.exe",,"Win32_Process","9/1/2026 1:50:19 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7172","4531250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"4062500","9428992","\??\C:\Windows\system32\conhost.exe 0x4","C:\Windows\system32\conhost.exe","127","1380","200","172","5014","2785","1600","3680","1652","2203448848384","10088","1638400","7172","11","94","12","184","12","7580","0","4","2203406127104","10.0.26200","0","0",
"msedge.exe","1364","2449719263232","68820992","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","msedge.exe","msedge.exe",,"msedge.exe",,"Win32_Process","9/1/2026 1:50:47 PM","Win32_ComputerSystem","DataFiles-Corp-",,"8024","11093750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"10937500","68820992","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","1364","1380","200","16200","501976","53326","39520","9864","44368","2449999822848","136716","40468480","8024","51","1253","145","1330","1046","4452453","2","55","2449719263232","10.0.26200","1314","1389131",
"msedge.exe","164","2310948085760","16101376","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","msedge.exe","msedge.exe",,"msedge.exe",,"Win32_Process","9/1/2026 1:50:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7748","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","16101376","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\Mac\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\Mac\AppData\Local\Microsoft\Edge\User Data\Crashpad"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=152.0.7977.65 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=152.0.4191.53 --initial-client-data=0x274,0x278,0x27c,0x270,0x288,0x7fff775ce2a0,0x7fff775ce2b0,0x7fff775ce2c0","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","164","1380","200","444","10112","7049","2920","8024","3448","2311043903488","19456","2990080","7748","12","139","17","168","15","6227","2","8","2310948085760","10.0.26200","7","84",
"msedge.exe","350","2363006541824","30257152","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","msedge.exe","msedge.exe",,"msedge.exe",,"Win32_Process","9/1/2026 1:50:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"7008","1718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","10",,"937500","30257152","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAAEAAAAAIAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --startup-read-main-dll --metrics-shmem-handle=1592,i,7763722432397186171,17939856251983368023,262144 --field-trial-handle=2156,i,3872318239404674064,2491649478060125291,262144 --variations-seed-version --pseudonymization-salt-handle=2160,i,14848164324371865319,7777009850808709346,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2144 /prefetch:2","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","350","1380","200","522","29838","10480","12052","8024","12188","2363040096256","30040","12341248","7008","19","894","34","894","380","59787","2","14","2363006541824","10.0.26200","63","220216",
"msedge.exe","337","2363063894016","40558592","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","msedge.exe","msedge.exe",,"msedge.exe",,"Win32_Process","9/1/2026 1:50:48 PM","Win32_ComputerSystem","DataFiles-Corp-",,"10876","2031250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1406250","40558592","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --startup-read-main-dll --metrics-shmem-handle=1856,i,5889036688011519726,11635809860379991164,524288 --field-trial-handle=2156,i,3872318239404674064,2491649478060125291,262144 --variations-seed-version --pseudonymization-salt-handle=2160,i,14848164324371865319,7777009850808709346,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2284 /prefetch:11","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","337","1380","200","2136","65957","13849","12160","8024","13108","2363168759808","39692","12451840","10876","22","938","74","949","601","1773609","2","18","2363063894016","10.0.26200","339","343651",
