#TYPE Microsoft.Management.Infrastructure.CimInstance#root/cimv2/Win32_Process
"ProcessName","Handles","VM","WS","Path","Caption","Description","InstallDate","Name","Status","CreationClassName","CreationDate","CSCreationClassName","CSName","ExecutionState","Handle","KernelModeTime","OSCreationClassName","OSName","Priority","TerminationDate","UserModeTime","WorkingSetSize","CommandLine","ExecutablePath","HandleCount","MaximumWorkingSetSize","MinimumWorkingSetSize","OtherOperationCount","OtherTransferCount","PageFaults","PageFileUsage","ParentProcessId","PeakPageFileUsage","PeakVirtualSize","PeakWorkingSetSize","PrivatePageCount","ProcessId","QuotaNonPagedPoolUsage","QuotaPagedPoolUsage","QuotaPeakNonPagedPoolUsage","QuotaPeakPagedPoolUsage","ReadOperationCount","ReadTransferCount","SessionId","ThreadCount","VirtualSize","WindowsVersion","WriteOperationCount","WriteTransferCount","PSComputerName"
"svchost.exe","127","2203402932224","9142272",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1768","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1406250","9142272",,,"127",,,"47","996","7467","1440","844","1840","2203409235968","9556","1474560","1768","9","67","10","69","0","0","0","2","2203402932224","10.0.26200","0","0",
"svchost.exe","130","2203405737984","8941568",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1780","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","8941568",,,"130",,,"64","1044","6830","1612","844","1952","2203410993152","9160","1650688","1780","9","71","11","72","0","0","0","3","2203405737984","10.0.26200","0","0",
"svchost.exe","153","2203413274624","11403264",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:54 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1856","1562500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1562500","11403264",,,"153",,,"66","1044","7886","1824","844","2220","2203420086272","11556","1867776","1856","10","83","12","86","0","0","0","4","2203413274624","10.0.26200","0","0",
"svchost.exe","436","2203453796352","20332544",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1948","66406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"92812500","20332544",,,"436",,,"83472","136636","214911","14576","844","22892","2203507064832","28324","14925824","1948","17","98","29","203","22515","236323072","0","10","2203453796352","10.0.26200","21088","498243064",
"svchost.exe","164","2203412647936","10915840",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1984","625000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1406250","10915840",,,"164",,,"60","1356","8276","1920","844","2324","2203417894912","11212","1966080","1984","11","82","12","82","35","754","0","4","2203412647936","10.0.26200","0","0",
"svchost.exe","196","2207730950144","12906496",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"1992","135312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"30781250","12906496",,,"196",,,"30427","460258","194783","2596","844","12828","2207744000000","19892","2658304","1992","12","96","24","120","16","109776","0","5","2207730950144","10.0.26200","957","9213098",
"svchost.exe","119","2203405529088","7704576",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2000","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","7704576",,,"119",,,"38","940","6451","1340","844","1548","2203408687104","7884","1372160","2000","8","70","9","70","0","0","0","3","2203405529088","10.0.26200","0","0",
"svchost.exe","339","2203423006720","17678336",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2012","38593750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"17656250","17678336",,,"339",,,"24981","393104","42596","6312","844","7148","2203436883968","17828","6463488","2012","18","249","29","272","1","6","0","9","2203423006720","10.0.26200","251","10054912",
"svchost.exe","125","2203401523200","7786496",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2076","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","7786496",,,"125",,,"57","1052","2310","1364","844","1620","2203405631488","7916","1396736","2076","9","65","10","65","0","0","0","2","2203401523200","10.0.26200","0","0",
"svchost.exe","147","2203407450112","10121216",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2100","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1718750","10121216",,,"147",,,"135","4166","7911","1684","844","1972","2203411656704","10372","1724416","2100","11","75","12","76","0","0","0","3","2203407450112","10.0.26200","0","0",
"svchost.exe","144","2203436306432","9154560",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:55 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2108","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"468750","9154560",,,"144",,,"620","21514","6784","1700","844","2012","2203440513024","9196","1740800","2108","11","125","12","129","0","0","0","5","2203436306432","10.0.26200","0","0",
"Memory Compression","0","118226944","63864832",,"Memory Compression","Memory Compression",,"Memory Compression",,"Win32_Process","9/2/2026 11:07:56 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2168","81875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"0","63864832",,,"0",,,"0","0","345207","456","4","456","202375168","193396","466944","2168","0","5","0","5","0","0","0","10","118226944","10.0.26200","0","0",
"svchost.exe","209","2203414511616","12288000",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:56 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2264","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"625000","12288000",,,"209",,,"114","1282","7757","2116","844","2752","2203421683712","12724","2166784","2264","12","86","14","87","0","0","0","5","2203414511616","10.0.26200","0","0",
"svchost.exe","178","2203413016576","10592256",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:56 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2292","937500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"937500","10592256",,,"178",,,"106","2648","7891","1844","844","2116","2203417223168","10840","1888256","2292","10","84","16","86","0","0","0","4","2203413016576","10.0.26200","0","0",
"svchost.exe","148","2203405422592","8552448",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:56 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2324","781250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"781250","8552448",,,"148",,,"99","4620","6926","1756","844","2180","2203411378176","8632","1798144","2324","10","72","37","72","0","0","0","4","2203405422592","10.0.26200","0","0",
"svchost.exe","241","2203415896064","10596352",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:56 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2332","12968750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"10937500","10596352",,,"241",,,"276","11384","17719","2456","844","2844","2203421032448","11124","2514944","2332","13","95","39","96","0","0","0","7","2203415896064","10.0.26200","0","0",
"svchost.exe","285","2203421085696","11751424",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:56 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2340","30000000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"27187500","11751424",,,"285",,,"58706","5283993","99509","3324","844","3516","2203423191040","12020","3403776","2340","18","101","48","102","2","824","0","10","2203421085696","10.0.26200","0","0",
"taskhostw.exe","709","2204048728064","79249408","C:\Windows\system32\taskhostw.exe","taskhostw.exe","taskhostw.exe",,"taskhostw.exe",,"Win32_Process","9/2/2026 11:07:57 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2424","193750000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","6",,"113593750","79249408","taskhostw.exe ExploitGuardPolicy","C:\Windows\system32\taskhostw.exe","709","1380","200","565188","149107045","220972","42016","2012","96236","2238395875328","125836","43024384","2424","42","436","206","553","21490","213393765","0","12","2204048728064","10.0.26200","208","701692",
"svchost.exe","195","2203415740416","10612736",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:57 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2604","26875000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"24843750","10612736",,,"195",,,"93549","6188106","278672","2260","844","2976","2203418886144","11312","2314240","2604","12","85","65","85","0","0","0","8","2203415740416","10.0.26200","0","0",
"svchost.exe","444","2203412635648","12648448",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:57 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2692","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","12648448",,,"444",,,"447","29732","9894","2248","844","3820","2203434668032","13664","2301952","2692","13","105","56","105","0","0","0","3","2203412635648","10.0.26200","0","0",
"svchost.exe","205","2203415928832","11976704",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:57 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2720","1250000","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1406250","11976704",,,"205",,,"1102","304073","7899","2208","844","3148","2203429572608","12440","2260992","2720","14","93","21","93","0","0","0","3","2203415928832","10.0.26200","0","0",
"spoolsv.exe","425","2203431600128","19382272",,"spoolsv.exe","spoolsv.exe",,"spoolsv.exe",,"Win32_Process","9/2/2026 11:07:58 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2800","312500","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","19382272",,,"425",,,"1434","57492","6939","5468","844","5916","2203441508352","21064","5599232","2800","22","151","25","155","2","232","0","7","2203431600128","10.0.26200","2","320",
"svchost.exe","474","2203456339968","22687744",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:58 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2912","14218750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"9843750","22687744",,,"474",,,"4375","2007844","47926","10464","844","13308","2203463036928","27060","10715136","2912","35","128","125","133","1","116","0","16","2203456339968","10.0.26200","10","1052832",
"svchost.exe","186","2203417923584","10547200",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:58 AM","Win32_ComputerSystem","DataFiles-Corp-",,"2996","1406250","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"1250000","10547200",,,"186",,,"1582","6108","7885","2076","844","2224","2203420168192","11024","2125824","2996","12","92","14","95","458","30532","0","6","2203417923584","10.0.26200","333","44192",
"svchost.exe","313","2203483070464","19861504",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:59 AM","Win32_ComputerSystem","DataFiles-Corp-",,"3168","82343750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"83437500","19861504",,,"313",,,"7769","188809","385571","3984","844","4556","2203490959360","20384","4079616","3168","29","155","72","174","3501","1073945","0","8","2203483070464","10.0.26200","42","13848",
"svchost.exe","132","2203402240000","7655424",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:59 AM","Win32_ComputerSystem","DataFiles-Corp-",,"3176","468750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"156250","7655424",,,"132",,,"137","2466","2290","1376","844","1648","2203406446592","7848","1409024","3176","9","66","10","66","44","22528","0","3","2203402240000","10.0.26200","0","0",
"svchost.exe","219","2203414196224","10752000",,"svchost.exe","svchost.exe",,"svchost.exe",,"Win32_Process","9/2/2026 11:07:59 AM","Win32_ComputerSystem","DataFiles-Corp-",,"3184","11718750","Win32_OperatingSystem","Microsoft Windows 11 Pro|C:\Windows|\Device\Harddisk0\Partition4","8",,"9062500","10752000",,,"219",,,"191","2282","3650","2004","844","2160","2203415781376","11184","2052096","3184","15","92","16","92","1","116","0","5","2203414196224","10.0.26200","1","160",
